product,category,family,name,params,day_2,day_3,day_4,total_pnl,mean_pnl,day_stdev,positive_days,max_drawdown,turnover,edge,avg_spread,active_ticks,param_fragility,score
OXYGEN_SHAKE_EVENING_BREATH,oxygen,participant_flow,OXYGEN_SHAKE_EVENING_BREATH:flow_0.9,"{""threshold"": 5.930233333333334, ""decay"": 0.9, ""mult"": 0.5}",0.0,-32.0,-32.0,-64.0,-21.333333333333332,15.084944665313014,0,66.0,40.0,4.262606172741286,11.860466666666667,3,0.0,-45.058547365786794
ROBOT_MOPPING,robot,passive_market_making,ROBOT_MOPPING:passive_2.0,"{""threshold"": 3.9853333333333336, ""edge"": 2.0}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,7.970666666666667,0,97.0,-48.5
ROBOT_MOPPING,robot,passive_market_making,ROBOT_MOPPING:passive_1.5,"{""threshold"": 3.9853333333333336, ""edge"": 1.5}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,7.970666666666667,0,97.0,-48.5
GALAXY_SOUNDS_DARK_MATTER,galaxy,participant_flow,GALAXY_SOUNDS_DARK_MATTER:flow_0.9,"{""threshold"": 6.525416666666667, ""decay"": 0.9, ""mult"": 0.5}",0.0,-53.0,0.0,-53.0,-17.666666666666668,24.98443960192468,0,71.5,20.0,2.297893872519871,13.050833333333333,1,0.0,-48.56655240791771
SLEEP_POD_COTTON,sleep,crossing_high_edge,SLEEP_POD_COTTON:static_fair,"{""threshold"": 6.03012, ""fair"": 11527.614, ""mult"": 0.6}",12126.5,27.0,7039.5,19193.0,6397.666666666667,4960.405734973255,3,15150.0,2370.0,740.969296585806,10.0502,29848,300.0,-49.25706106594876
GALAXY_SOUNDS_PLANETARY_RINGS,galaxy,participant_flow,GALAXY_SOUNDS_PLANETARY_RINGS:flow_0.99,"{""threshold"": 13.690033333333334, ""decay"": 0.99, ""mult"": 1.0}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,13.690033333333334,0,105.0,-52.5
GALAXY_SOUNDS_PLANETARY_RINGS,galaxy,participant_flow,GALAXY_SOUNDS_PLANETARY_RINGS:flow_0.97,"{""threshold"": 13.690033333333334, ""decay"": 0.97, ""mult"": 1.0}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,13.690033333333334,0,105.0,-52.5
GALAXY_SOUNDS_PLANETARY_RINGS,galaxy,participant_flow,GALAXY_SOUNDS_PLANETARY_RINGS:flow_0.9,"{""threshold"": 13.690033333333334, ""decay"": 0.9, ""mult"": 1.0}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,13.690033333333334,0,105.0,-52.5
TRANSLATOR_ECLIPSE_CHARCOAL,translator,basket_residual,TRANSLATOR_ECLIPSE_CHARCOAL:ridge_translator,"{""threshold"": 427.0831112631052, ""mult"": 1.4, ""resid_std"": 305.059}",1270.5,2651.5,816.0,4738.0,1579.3333333333333,780.5120470278185,3,4693.0,3480.0,543.202836698135,8.700433333333335,4374,275.0,-66.7394972347488
UV_VISOR_ORANGE,visor,participant_flow,UV_VISOR_ORANGE:flow_0.99,"{""threshold"": 13.2841, ""decay"": 0.99, ""mult"": 1.0}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,13.2841,0,164.0,-82.0
UV_VISOR_ORANGE,visor,participant_flow,UV_VISOR_ORANGE:flow_0.97,"{""threshold"": 13.2841, ""decay"": 0.97, ""mult"": 1.0}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,13.2841,0,164.0,-82.0
UV_VISOR_ORANGE,visor,participant_flow,UV_VISOR_ORANGE:flow_0.9,"{""threshold"": 13.2841, ""decay"": 0.9, ""mult"": 1.0}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,13.2841,0,164.0,-82.0
SLEEP_POD_LAMB_WOOL,sleep,basket_residual,SLEEP_POD_LAMB_WOOL:ridge_sleep,"{""threshold"": 488.1536219413389, ""mult"": 1.4, ""resid_std"": 348.681}",6857.0,1246.5,1446.0,9549.5,3183.1666666666665,2599.0688824183853,3,7685.0,2180.0,615.1549899905224,9.4001,4072,0.0,-82.46810690528399
OXYGEN_SHAKE_MORNING_BREATH,oxygen,participant_flow,OXYGEN_SHAKE_MORNING_BREATH:flow_0.9,"{""threshold"": 12.7829, ""decay"": 0.9, ""mult"": 1.0}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,12.7829,0,173.0,-86.5
OXYGEN_SHAKE_MORNING_BREATH,oxygen,participant_flow,OXYGEN_SHAKE_MORNING_BREATH:flow_0.97,"{""threshold"": 12.7829, ""decay"": 0.97, ""mult"": 1.0}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,12.7829,0,173.0,-86.5
GALAXY_SOUNDS_PLANETARY_RINGS,galaxy,participant_flow,GALAXY_SOUNDS_PLANETARY_RINGS:flow_0.9,"{""threshold"": 6.845016666666667, ""decay"": 0.9, ""mult"": 0.5}",0.0,-105.0,0.0,-105.0,-35.0,49.49747468305833,0,105.0,20.0,2.297893872519871,13.690033333333334,1,0.0,-88.53335854398792
GALAXY_SOUNDS_SOLAR_WINDS,galaxy,participant_flow,GALAXY_SOUNDS_SOLAR_WINDS:flow_0.99,"{""threshold"": 13.301266666666667, ""decay"": 0.99, ""mult"": 1.0}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,13.301266666666667,0,193.5,-96.75
GALAXY_SOUNDS_SOLAR_WINDS,galaxy,participant_flow,GALAXY_SOUNDS_SOLAR_WINDS:flow_0.97,"{""threshold"": 13.301266666666667, ""decay"": 0.97, ""mult"": 1.0}",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,13.301266666666667,0,193.5,-96.75
